gender,age,job,marital,province,city,prefer,frequency,wineFrequency,side,choice1,seq,area_grade,choice2,choice1_당도,choice1_알콜 농도,choice1_과일향,choice1_오크향,choice1_깊이,choice1_견고함,choice2_당도,choice2_알콜 농도,choice2_과일향,choice2_오크향,choice2_깊이,choice2_견고함
FEMALE,40대,변호사,MARREID,부산시,사하구,당도,2,1,Roquefort,C,1882,2급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,30대,회사직원,MARREID,서울시,강북구,당도,1,1,Roquefort,E,1883,3급지,F,H,H,M,M,M,L,M,H,M,M,M,H
MALE,30대,임시직,SINGLE,경상도,함안군,당도,2,1,Brie,A,1884,5급지,D,M,H,M,H,H,H,H,H,H,M,L,L
FEMALE,40대,기자,MARREID,경기도,화성시,깊이감,3,1,Ricotta,D,1885,2급지,C,H,H,H,M,L,L,H,L,H,M,M,M
MALE,40대,임시직,MARREID,경상도,거제시,당도,3,2,Annon,F,1886,5급지,D,M,H,M,M,M,H,H,H,H,M,L,L
MALE,50대,중소기업직원,MARREID,경기도,안양시,당도,3,1,Camenbert,E,1887,3급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,30대,교수,MARREID,서울시,강동구,깊이감,5,2,Brie,E,1888,2급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,20대,공무원,SINGLE,서울시,강동구,깊이감,2,1,Valencay,B,1889,2급지,B,H,L,H,M,L,M,H,L,H,M,L,M
MALE,30대,교수,SINGLE,경상도,포항시 북구,당도,4,3,Brie,G,1890,3급지,H,L,H,H,H,M,M,M,H,M,M,H,H
MALE,50대,교수,MARREID,충청도,진천군,당도,4,3,Valencay,A,1891,6급지,F,M,H,M,H,H,H,M,H,M,M,M,H
FEMALE,50대,기자,MARREID,경기도,포천시,당도,4,1,Valencay,B,1892,2급지,E,H,L,H,M,L,M,H,H,M,M,M,L
FEMALE,20대,교수,MARREID,경기도,안양시,깊이감,2,1,Ricotta,E,1893,3급지,A,H,H,M,M,M,L,M,H,M,H,H,H
MALE,30대,자영업,MARREID,경상도,함안군,당도,2,1,Valencay,B,1894,5급지,G,H,L,H,M,L,M,L,H,H,H,M,M
MALE,50대,회사직원,SINGLE,부산시,연제구,당도,1,1,Cheddar,H,1895,4급지,C,M,H,M,M,H,H,H,L,H,M,M,M
FEMALE,50대,벤처직원,MARREID,경기도,안양시,당도,5,3,Camenbert,D,1896,3급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,30대,회사직원,MARREID,부산시,해운대구,당도,1,1,Annon,E,1897,1급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,50대,벤처직원,MARREID,서울시,양천구,깊이감,2,1,Cheddar,D,1898,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,30대,임시직,SINGLE,부산시,사하구,당도,1,1,Camenbert,F,1899,2급지,H,M,H,M,M,M,H,M,H,M,M,H,H
FEMALE,30대,임시직,MARREID,경기도,평택시,깊이감,2,1,Gorgonzola,G,1900,3급지,C,L,H,H,H,M,M,H,L,H,M,M,M
FEMALE,50대,회사직원,SINGLE,부산시,기장군,깊이감,2,1,Ricotta,D,1901,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,40대,벤처직원,MARREID,경상도,포항시 북구,깊이감,3,1,Ricotta,A,1902,3급지,F,M,H,M,H,H,H,M,H,M,M,M,H
FEMALE,30대,의사,MARREID,전라도,광양시,당도,3,2,Valencay,H,1903,4급지,D,M,H,M,M,H,H,H,H,H,M,L,L
MALE,30대,회사직원,SINGLE,서울시,양천구,당도,4,2,Gorgonzola,F,1904,1급지,E,M,H,M,M,M,H,H,H,M,M,M,L
FEMALE,20대,자영업,MARREID,서울시,강남구,당도,2,1,Annon,H,1905,1급지,A,M,H,M,M,H,H,M,H,M,H,H,H
MALE,50대,벤처직원,MARREID,충청도,청주시,깊이감,2,1,Camenbert,A,1906,1급지,F,M,H,M,H,H,H,M,H,M,M,M,H
FEMALE,50대,벤처직원,MARREID,경상도,포항시 남구,깊이감,4,1,Brie,D,1907,2급지,B,H,H,H,M,L,L,H,L,H,M,L,M
MALE,20대,학생,MARREID,서울시,강남구,깊이감,3,2,Annon,D,1908,1급지,G,H,H,H,M,L,L,L,H,H,H,M,M
FEMALE,40대,중소기업직원,MARREID,경상도,함안군,당도,3,2,Brie,B,1909,5급지,C,H,L,H,M,L,M,H,L,H,M,M,M
MALE,40대,교수,MARREID,충청도,청주시,깊이감,1,1,Annon,A,1910,1급지,D,M,H,M,H,H,H,H,H,H,M,L,L
FEMALE,50대,자영업,MARREID,충청도,홍성군,깊이감,2,1,Annon,H,1911,5급지,A,M,H,M,M,H,H,M,H,M,H,H,H
MALE,30대,자영업,MARREID,충청도,청주시,깊이감,4,1,Camenbert,A,1912,1급지,A,M,H,M,H,H,H,M,H,M,H,H,H
MALE,20대,중소기업직원,MARREID,서울시,양천구,깊이감,4,2,Camenbert,B,1913,1급지,C,H,L,H,M,L,M,H,L,H,M,M,M
MALE,40대,벤처직원,MARREID,경기도,화성시,당도,3,1,Valencay,H,1914,2급지,F,M,H,M,M,H,H,M,H,M,M,M,H
MALE,20대,자영업,SINGLE,경상도,하동군,당도,4,2,Ricotta,G,1915,5급지,E,L,H,H,H,M,M,H,H,M,M,M,L
FEMALE,20대,벤처직원,MARREID,부산시,진구,당도,2,1,Valencay,B,1916,5급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,20대,자영업,MARREID,충청도,청주시,당도,1,1,Cheddar,A,1917,1급지,G,M,H,M,H,H,H,L,H,H,H,M,M
FEMALE,20대,학생,MARREID,경상도,포항시 남구,당도,2,1,Cheddar,B,1918,2급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,50대,임시직,MARREID,부산시,해운대구,깊이감,1,1,Valencay,C,1919,1급지,D,H,L,H,M,M,M,H,H,H,M,L,L
MALE,50대,벤처직원,MARREID,서울시,강북구,깊이감,4,3,Brie,B,1920,3급지,A,H,L,H,M,L,M,M,H,M,H,H,H
FEMALE,50대,자영업,MARREID,부산시,해운대구,깊이감,3,2,Annon,B,1921,1급지,C,H,L,H,M,L,M,H,L,H,M,M,M
MALE,30대,중소기업직원,MARREID,서울시,강동구,깊이감,2,1,Annon,F,1922,2급지,E,M,H,M,M,M,H,H,H,M,M,M,L
FEMALE,40대,연구원,MARREID,경기도,포천시,당도,2,1,Roquefort,H,1923,2급지,B,M,H,M,M,H,H,H,L,H,M,L,M
FEMALE,50대,자영업,SINGLE,경상도,포항시 북구,깊이감,4,1,Annon,E,1924,3급지,F,H,H,M,M,M,L,M,H,M,M,M,H
FEMALE,30대,자영업,SINGLE,서울시,마포구,깊이감,2,1,Roquefort,H,1925,4급지,F,M,H,M,M,H,H,M,H,M,M,M,H
MALE,50대,벤처직원,MARREID,부산시,해운대구,당도,3,1,Gorgonzola,A,1926,1급지,E,M,H,M,H,H,H,H,H,M,M,M,L
FEMALE,50대,자영업,MARREID,서울시,강동구,당도,5,1,Brie,B,1927,2급지,D,H,L,H,M,L,M,H,H,H,M,L,L
FEMALE,40대,자영업,MARREID,경기도,평택시,깊이감,2,1,Gorgonzola,G,1928,3급지,F,L,H,H,H,M,M,M,H,M,M,M,H
MALE,50대,기자,MARREID,서울시,강남구,당도,2,1,Roquefort,A,1929,1급지,E,M,H,M,H,H,H,H,H,M,M,M,L
MALE,30대,임시직,MARREID,부산시,연제구,당도,1,1,Cheddar,D,1930,4급지,G,H,H,H,M,L,L,L,H,H,H,M,M
MALE,40대,연구원,SINGLE,경기도,포천시,당도,4,2,Ricotta,G,1931,2급지,C,L,H,H,H,M,M,H,L,H,M,M,M
FEMALE,40대,회사직원,SINGLE,경기도,안양시,깊이감,2,1,Cheddar,D,1932,3급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,20대,학생,SINGLE,부산시,해운대구,당도,2,1,Cheddar,B,1933,1급지,B,H,L,H,M,L,M,H,L,H,M,L,M
MALE,30대,회사직원,MARREID,경기도,화성시,당도,3,2,Valencay,F,1934,2급지,H,M,H,M,M,M,H,M,H,M,M,H,H
FEMALE,30대,회사직원,SINGLE,부산시,진구,당도,4,1,Cheddar,E,1935,5급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,30대,연구원,MARREID,경기도,안양시,당도,3,2,Roquefort,E,1936,3급지,A,H,H,M,M,M,L,M,H,M,H,H,H
MALE,30대,임시직,MARREID,경기도,평택시,당도,2,1,Cheddar,E,1937,3급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,50대,연구원,MARREID,서울시,강남구,당도,4,1,Cheddar,G,1938,1급지,B,L,H,H,H,M,M,H,L,H,M,L,M
FEMALE,30대,임시직,SINGLE,서울시,양천구,당도,2,1,Roquefort,G,1939,1급지,B,L,H,H,H,M,M,H,L,H,M,L,M
FEMALE,50대,중소기업직원,MARREID,충청도,청주시,당도,1,1,Brie,D,1940,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,40대,임시직,MARREID,서울시,강남구,당도,5,2,Cheddar,E,1941,1급지,G,H,H,M,M,M,L,L,H,H,H,M,M
MALE,50대,자영업,SINGLE,경기도,포천시,깊이감,4,3,Camenbert,D,1942,2급지,C,H,H,H,M,L,L,H,L,H,M,M,M
FEMALE,50대,회사직원,SINGLE,경상도,포항시 남구,깊이감,5,2,Gorgonzola,D,1943,2급지,C,H,H,H,M,L,L,H,L,H,M,M,M
MALE,40대,자영업,MARREID,충청도,청주시,깊이감,2,1,Roquefort,D,1944,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,50대,공무원,MARREID,충청도,천안시,당도,1,1,Cheddar,D,1945,4급지,B,H,H,H,M,L,L,H,L,H,M,L,M
FEMALE,40대,공무원,SINGLE,서울시,강동구,깊이감,2,1,Camenbert,C,1946,2급지,D,H,L,H,M,M,M,H,H,H,M,L,L
FEMALE,40대,벤처직원,MARREID,서울시,양천구,당도,3,2,Brie,B,1947,1급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,40대,벤처직원,MARREID,서울시,강남구,당도,5,3,Ricotta,G,1948,1급지,F,L,H,H,H,M,M,M,H,M,M,M,H
MALE,50대,변호사,MARREID,경기도,포천시,당도,2,1,Roquefort,A,1949,2급지,H,M,H,M,H,H,H,M,H,M,M,H,H
MALE,40대,임시직,MARREID,서울시,강동구,깊이감,3,2,Gorgonzola,F,1950,2급지,G,M,H,M,M,M,H,L,H,H,H,M,M
FEMALE,30대,벤처직원,MARREID,서울시,양천구,당도,4,3,Camenbert,B,1951,1급지,E,H,L,H,M,L,M,H,H,M,M,M,L
MALE,30대,중소기업직원,MARREID,서울시,양천구,당도,3,1,Cheddar,G,1952,1급지,E,L,H,H,H,M,M,H,H,M,M,M,L
FEMALE,40대,중소기업직원,MARREID,부산시,해운대구,깊이감,4,2,Ricotta,D,1953,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,30대,기자,MARREID,충청도,천안시,당도,1,1,Gorgonzola,A,1954,4급지,A,M,H,M,H,H,H,M,H,M,H,H,H
MALE,40대,기자,MARREID,부산시,진구,당도,3,2,Roquefort,F,1955,5급지,H,M,H,M,M,M,H,M,H,M,M,H,H
FEMALE,50대,중소기업직원,SINGLE,전라도,익산시,깊이감,3,1,Cheddar,E,1956,6급지,B,H,H,M,M,M,L,H,L,H,M,L,M
FEMALE,50대,회사직원,SINGLE,전라도,광양시,당도,2,1,Valencay,D,1957,4급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,30대,임시직,MARREID,충청도,청주시,당도,5,3,Brie,G,1958,1급지,G,L,H,H,H,M,M,L,H,H,H,M,M
MALE,30대,자영업,MARREID,서울시,강남구,깊이감,3,1,Brie,C,1959,1급지,F,H,L,H,M,M,M,M,H,M,M,M,H
MALE,50대,의사,MARREID,경상도,포항시 북구,당도,2,1,Annon,A,1960,3급지,C,M,H,M,H,H,H,H,L,H,M,M,M
MALE,30대,회사직원,MARREID,전라도,광양시,당도,2,1,Cheddar,E,1961,4급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,50대,임시직,SINGLE,경기도,가평군,깊이감,1,1,Gorgonzola,C,1962,3급지,C,H,L,H,M,M,M,H,L,H,M,M,M
FEMALE,50대,변호사,SINGLE,서울시,강남구,당도,3,2,Roquefort,C,1963,1급지,A,H,L,H,M,M,M,M,H,M,H,H,H
MALE,30대,의사,MARREID,부산시,해운대구,깊이감,2,1,Camenbert,H,1964,1급지,B,M,H,M,M,H,H,H,L,H,M,L,M
MALE,30대,의사,MARREID,경상도,하동군,당도,2,1,Annon,E,1965,5급지,C,H,H,M,M,M,L,H,L,H,M,M,M
MALE,40대,자영업,SINGLE,경기도,가평군,당도,3,2,Annon,C,1966,3급지,B,H,L,H,M,M,M,H,L,H,M,L,M
FEMALE,40대,임시직,MARREID,경상도,하동군,당도,2,1,Ricotta,E,1967,5급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,50대,공무원,MARREID,서울시,강남구,당도,2,1,Brie,D,1968,1급지,A,H,H,H,M,L,L,M,H,M,H,H,H
FEMALE,50대,중소기업직원,MARREID,서울시,마포구,당도,4,1,Gorgonzola,D,1969,4급지,G,H,H,H,M,L,L,L,H,H,H,M,M
FEMALE,50대,회사직원,MARREID,부산시,기장군,당도,3,1,Brie,B,1970,1급지,H,H,L,H,M,L,M,M,H,M,M,H,H
FEMALE,40대,벤처직원,MARREID,충청도,청주시,당도,2,1,Gorgonzola,B,1971,1급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,50대,임시직,MARREID,전라도,광양시,깊이감,7,4,Gorgonzola,H,1972,4급지,A,M,H,M,M,H,H,M,H,M,H,H,H
FEMALE,20대,회사직원,SINGLE,서울시,강남구,당도,2,1,Ricotta,G,1973,1급지,B,L,H,H,H,M,M,H,L,H,M,L,M
FEMALE,40대,의사,MARREID,충청도,청주시,깊이감,1,1,Cheddar,C,1974,1급지,B,H,L,H,M,M,M,H,L,H,M,L,M
FEMALE,40대,회사직원,MARREID,서울시,강동구,당도,3,1,Cheddar,D,1975,2급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,40대,회사직원,MARREID,경상도,포항시 남구,깊이감,3,1,Cheddar,F,1976,2급지,G,M,H,M,M,M,H,L,H,H,H,M,M
MALE,50대,벤처직원,SINGLE,서울시,강동구,깊이감,2,1,Brie,A,1977,2급지,F,M,H,M,H,H,H,M,H,M,M,M,H
FEMALE,40대,공무원,SINGLE,충청도,청주시,당도,1,1,Camenbert,G,1978,1급지,D,L,H,H,H,M,M,H,H,H,M,L,L
MALE,40대,회사직원,MARREID,부산시,사하구,당도,2,1,Gorgonzola,H,1979,2급지,H,M,H,M,M,H,H,M,H,M,M,H,H
MALE,30대,벤처직원,SINGLE,충청도,충주시,깊이감,4,3,Brie,G,1980,6급지,C,L,H,H,H,M,M,H,L,H,M,M,M
FEMALE,40대,벤처직원,MARREID,부산시,해운대구,깊이감,3,1,Valencay,D,1981,1급지,B,H,H,H,M,L,L,H,L,H,M,L,M
MALE,40대,벤처직원,SINGLE,부산시,해운대구,깊이감,5,4,Annon,H,1982,1급지,A,M,H,M,M,H,H,M,H,M,H,H,H
FEMALE,40대,변호사,SINGLE,부산시,해운대구,당도,3,1,Brie,F,1983,1급지,B,M,H,M,M,M,H,H,L,H,M,L,M
MALE,50대,벤처직원,MARREID,충청도,홍성군,깊이감,5,2,Roquefort,B,1984,5급지,A,H,L,H,M,L,M,M,H,M,H,H,H
MALE,40대,중소기업직원,MARREID,경상도,거제시,깊이감,3,1,Cheddar,F,1985,5급지,E,M,H,M,M,M,H,H,H,M,M,M,L
FEMALE,40대,변호사,SINGLE,경기도,안양시,당도,2,1,Valencay,B,1986,3급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,20대,연구원,MARREID,전라도,광양시,당도,1,1,Brie,D,1987,4급지,B,H,H,H,M,L,L,H,L,H,M,L,M
FEMALE,50대,회사직원,MARREID,서울시,강남구,깊이감,4,3,Roquefort,C,1988,1급지,F,H,L,H,M,M,M,M,H,M,M,M,H
MALE,30대,공무원,MARREID,충청도,천안시,당도,5,4,Cheddar,F,1989,4급지,G,M,H,M,M,M,H,L,H,H,H,M,M
MALE,40대,임시직,SINGLE,서울시,강북구,깊이감,2,1,Annon,A,1990,3급지,D,M,H,M,H,H,H,H,H,H,M,L,L
FEMALE,40대,벤처직원,MARREID,전라도,곡성군,당도,1,1,Cheddar,C,1991,6급지,E,H,L,H,M,M,M,H,H,M,M,M,L
FEMALE,30대,임시직,MARREID,경상도,하동군,당도,2,1,Annon,H,1992,5급지,H,M,H,M,M,H,H,M,H,M,M,H,H
FEMALE,50대,회사직원,MARREID,부산시,사하구,깊이감,1,1,Cheddar,B,1993,2급지,E,H,L,H,M,L,M,H,H,M,M,M,L
MALE,40대,자영업,MARREID,서울시,강동구,깊이감,1,1,Roquefort,B,1994,2급지,E,H,L,H,M,L,M,H,H,M,M,M,L
MALE,30대,교수,SINGLE,경상도,포항시 북구,깊이감,2,1,Cheddar,G,1995,3급지,G,L,H,H,H,M,M,L,H,H,H,M,M
MALE,50대,자영업,SINGLE,서울시,마포구,당도,3,2,Annon,G,1996,4급지,E,L,H,H,H,M,M,H,H,M,M,M,L
FEMALE,20대,의사,SINGLE,부산시,기장군,당도,3,2,Gorgonzola,G,1997,1급지,F,L,H,H,H,M,M,M,H,M,M,M,H
FEMALE,40대,공무원,SINGLE,부산시,해운대구,당도,1,1,Cheddar,H,1998,1급지,D,M,H,M,M,H,H,H,H,H,M,L,L
FEMALE,20대,임시직,MARREID,전라도,구례군,깊이감,3,2,Roquefort,E,1999,6급지,B,H,H,M,M,M,L,H,L,H,M,L,M
FEMALE,30대,기자,MARREID,서울시,마포구,당도,2,1,Gorgonzola,E,2000,4급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,50대,변호사,MARREID,충청도,청주시,당도,3,2,Brie,D,2001,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,50대,임시직,MARREID,경상도,포항시 남구,깊이감,3,1,Brie,B,2002,2급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,30대,자영업,MARREID,경기도,포천시,깊이감,3,2,Roquefort,H,2003,2급지,C,M,H,M,M,H,H,H,L,H,M,M,M
FEMALE,50대,변호사,MARREID,경기도,포천시,당도,5,3,Valencay,C,2004,2급지,B,H,L,H,M,M,M,H,L,H,M,L,M
FEMALE,50대,변호사,SINGLE,부산시,연제구,당도,2,1,Annon,C,2005,4급지,D,H,L,H,M,M,M,H,H,H,M,L,L
FEMALE,30대,벤처직원,MARREID,경기도,포천시,깊이감,2,1,Camenbert,B,2006,2급지,G,H,L,H,M,L,M,L,H,H,H,M,M
FEMALE,60대 이상,임시직,MARREID,서울시,강동구,당도,2,1,Ricotta,D,2007,2급지,B,H,H,H,M,L,L,H,L,H,M,L,M
FEMALE,30대,교수,MARREID,서울시,마포구,당도,1,1,Gorgonzola,E,2008,4급지,C,H,H,M,M,M,L,H,L,H,M,M,M
MALE,30대,중소기업직원,SINGLE,충청도,청주시,깊이감,1,1,Ricotta,H,2009,1급지,G,M,H,M,M,H,H,L,H,H,H,M,M
MALE,40대,회사직원,MARREID,부산시,사하구,깊이감,3,2,Brie,F,2010,2급지,A,M,H,M,M,M,H,M,H,M,H,H,H
FEMALE,30대,자영업,MARREID,부산시,기장군,깊이감,3,1,Gorgonzola,D,2011,1급지,H,H,H,H,M,L,L,M,H,M,M,H,H
FEMALE,50대,의사,MARREID,경기도,평택시,깊이감,2,1,Roquefort,C,2012,3급지,E,H,L,H,M,M,M,H,H,M,M,M,L
FEMALE,20대,중소기업직원,MARREID,경상도,함안군,깊이감,4,3,Roquefort,B,2013,5급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,30대,벤처직원,MARREID,서울시,강남구,깊이감,3,1,Cheddar,E,2014,1급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,40대,자영업,MARREID,충청도,청주시,깊이감,2,1,Cheddar,D,2015,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,30대,자영업,MARREID,부산시,진구,당도,2,1,Camenbert,B,2016,5급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,40대,벤처직원,MARREID,서울시,강남구,당도,2,1,Valencay,D,2017,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,40대,의사,MARREID,경상도,포항시 남구,깊이감,2,1,Annon,C,2018,2급지,C,H,L,H,M,M,M,H,L,H,M,M,M
FEMALE,20대,학생,MARREID,서울시,양천구,당도,4,1,Valencay,B,2019,1급지,C,H,L,H,M,L,M,H,L,H,M,M,M
MALE,30대,임시직,SINGLE,서울시,강남구,당도,1,1,Ricotta,E,2020,1급지,B,H,H,M,M,M,L,H,L,H,M,L,M
FEMALE,40대,벤처직원,MARREID,부산시,해운대구,깊이감,3,2,Ricotta,D,2021,1급지,A,H,H,H,M,L,L,M,H,M,H,H,H
FEMALE,20대,공무원,SINGLE,경기도,포천시,당도,3,2,Ricotta,C,2022,2급지,A,H,L,H,M,M,M,M,H,M,H,H,H
FEMALE,30대,회사직원,MARREID,서울시,양천구,당도,2,1,Ricotta,E,2023,1급지,G,H,H,M,M,M,L,L,H,H,H,M,M
MALE,40대,벤처직원,MARREID,충청도,충주시,깊이감,4,1,Ricotta,E,2024,6급지,G,H,H,M,M,M,L,L,H,H,H,M,M
MALE,40대,벤처직원,MARREID,충청도,청주시,당도,3,1,Camenbert,B,2025,1급지,G,H,L,H,M,L,M,L,H,H,H,M,M
MALE,50대,중소기업직원,MARREID,서울시,강동구,당도,3,1,Valencay,D,2026,2급지,F,H,H,H,M,L,L,M,H,M,M,M,H
FEMALE,40대,교수,MARREID,서울시,강남구,당도,5,3,Valencay,C,2027,1급지,D,H,L,H,M,M,M,H,H,H,M,L,L
MALE,20대,벤처직원,SINGLE,경기도,화성시,당도,3,1,Annon,F,2028,2급지,B,M,H,M,M,M,H,H,L,H,M,L,M
FEMALE,40대,회사직원,MARREID,경상도,포항시 북구,깊이감,2,1,Camenbert,B,2029,3급지,B,H,L,H,M,L,M,H,L,H,M,L,M
MALE,50대,공무원,MARREID,부산시,해운대구,당도,3,1,Cheddar,A,2030,1급지,H,M,H,M,H,H,H,M,H,M,M,H,H
MALE,50대,임시직,SINGLE,경상도,포항시 북구,깊이감,2,1,Roquefort,F,2031,3급지,E,M,H,M,M,M,H,H,H,M,M,M,L
FEMALE,50대,교수,MARREID,경상도,함안군,깊이감,3,2,Camenbert,C,2032,5급지,C,H,L,H,M,M,M,H,L,H,M,M,M
MALE,30대,변호사,MARREID,서울시,강동구,당도,2,1,Valencay,E,2033,2급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,30대,회사직원,MARREID,경기도,화성시,깊이감,1,1,Brie,F,2034,2급지,D,M,H,M,M,M,H,H,H,H,M,L,L
FEMALE,20대,자영업,SINGLE,충청도,청주시,깊이감,2,1,Valencay,A,2035,1급지,B,M,H,M,H,H,H,H,L,H,M,L,M
FEMALE,40대,교수,MARREID,서울시,마포구,깊이감,3,1,Camenbert,C,2036,4급지,B,H,L,H,M,M,M,H,L,H,M,L,M
FEMALE,40대,공무원,MARREID,부산시,사하구,깊이감,5,3,Camenbert,B,2037,2급지,D,H,L,H,M,L,M,H,H,H,M,L,L
FEMALE,40대,회사직원,MARREID,부산시,해운대구,당도,3,1,Camenbert,D,2038,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,40대,임시직,SINGLE,부산시,사하구,깊이감,1,1,Ricotta,E,2039,2급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,40대,의사,SINGLE,서울시,양천구,깊이감,1,1,Roquefort,G,2040,1급지,C,L,H,H,H,M,M,H,L,H,M,M,M
MALE,20대,임시직,SINGLE,서울시,양천구,당도,3,2,Roquefort,H,2041,1급지,F,M,H,M,M,H,H,M,H,M,M,M,H
FEMALE,50대,회사직원,SINGLE,서울시,양천구,당도,5,2,Ricotta,D,2042,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,30대,의사,MARREID,충청도,충주시,당도,2,1,Roquefort,D,2043,6급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,20대,임시직,MARREID,서울시,강남구,깊이감,3,1,Camenbert,G,2044,1급지,D,L,H,H,H,M,M,H,H,H,M,L,L
FEMALE,50대,교수,MARREID,전라도,광양시,깊이감,2,1,Brie,F,2045,4급지,D,M,H,M,M,M,H,H,H,H,M,L,L
MALE,60대 이상,임시직,SINGLE,서울시,양천구,당도,1,1,Valencay,B,2046,1급지,H,H,L,H,M,L,M,M,H,M,M,H,H
FEMALE,20대,연구원,MARREID,경기도,안양시,깊이감,2,1,Brie,F,2047,3급지,B,M,H,M,M,M,H,H,L,H,M,L,M
FEMALE,40대,공무원,MARREID,전라도,익산시,깊이감,1,1,Roquefort,H,2048,6급지,E,M,H,M,M,H,H,H,H,M,M,M,L
MALE,40대,임시직,SINGLE,서울시,양천구,당도,3,1,Brie,B,2049,1급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,50대,벤처직원,SINGLE,서울시,강동구,당도,2,1,Gorgonzola,A,2050,2급지,H,M,H,M,H,H,H,M,H,M,M,H,H
MALE,30대,중소기업직원,SINGLE,경상도,포항시 북구,당도,2,1,Gorgonzola,H,2051,3급지,F,M,H,M,M,H,H,M,H,M,M,M,H
MALE,20대,임시직,MARREID,전라도,구례군,깊이감,1,1,Cheddar,B,2052,6급지,B,H,L,H,M,L,M,H,L,H,M,L,M
FEMALE,20대,임시직,MARREID,경기도,포천시,당도,3,1,Annon,H,2053,2급지,G,M,H,M,M,H,H,L,H,H,H,M,M
FEMALE,20대,학생,MARREID,경상도,포항시 남구,당도,3,2,Annon,D,2054,2급지,C,H,H,H,M,L,L,H,L,H,M,M,M
FEMALE,20대,자영업,MARREID,경상도,하동군,당도,4,2,Valencay,D,2055,5급지,B,H,H,H,M,L,L,H,L,H,M,L,M
FEMALE,20대,학생,SINGLE,경기도,포천시,당도,3,1,Roquefort,B,2056,2급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,30대,의사,SINGLE,경상도,포항시 남구,깊이감,1,1,Annon,C,2057,2급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,40대,교수,MARREID,경상도,하동군,깊이감,1,1,Ricotta,D,2058,5급지,G,H,H,H,M,L,L,L,H,H,H,M,M
MALE,50대,공무원,MARREID,부산시,기장군,깊이감,2,1,Annon,B,2059,1급지,F,H,L,H,M,L,M,M,H,M,M,M,H
FEMALE,30대,임시직,MARREID,경기도,화성시,당도,3,1,Valencay,B,2060,2급지,G,H,L,H,M,L,M,L,H,H,H,M,M
FEMALE,30대,회사직원,MARREID,부산시,해운대구,당도,2,1,Brie,B,2061,1급지,G,H,L,H,M,L,M,L,H,H,H,M,M
MALE,30대,기자,MARREID,서울시,강북구,당도,2,1,Annon,H,2062,3급지,E,M,H,M,M,H,H,H,H,M,M,M,L
FEMALE,40대,공무원,MARREID,서울시,강남구,깊이감,2,1,Camenbert,D,2063,1급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,20대,중소기업직원,MARREID,서울시,강동구,깊이감,2,1,Ricotta,D,2064,2급지,B,H,H,H,M,L,L,H,L,H,M,L,M
MALE,20대,변호사,MARREID,경기도,화성시,깊이감,3,2,Cheddar,H,2065,2급지,E,M,H,M,M,H,H,H,H,M,M,M,L
FEMALE,20대,학생,MARREID,경상도,포항시 남구,깊이감,3,1,Camenbert,B,2066,2급지,C,H,L,H,M,L,M,H,L,H,M,M,M
