gender,age,job,marital,province,city,choice,prefer,frequency,wineFrequency,side,choice1,seq,area_grade
FEMALE,20대,회사직원,SINGLE,경기도,포천시,B,깊이감,3,1,Gorgonzola,D,1568,2급지
FEMALE,20대,학생,MARREID,경상도,포항시 남구,B,깊이감,4,3,Ricotta,D,1569,2급지
FEMALE,50대,의사,MARREID,경기도,화성시,B,당도,3,1,Roquefort,C,1570,2급지
FEMALE,30대,임시직,MARREID,경상도,거제시,D,깊이감,5,1,Cheddar,G,1571,5급지
MALE,40대,회사직원,MARREID,충청도,청주시,F,깊이감,3,1,Annon,H,1572,1급지
FEMALE,40대,의사,SINGLE,부산시,연제구,C,깊이감,3,2,Camenbert,C,1573,4급지
FEMALE,30대,벤처직원,MARREID,전라도,해남군,E,당도,5,3,Annon,A,1574,4급지
MALE,50대,벤처직원,SINGLE,경상도,포항시 남구,A,당도,3,2,Valencay,F,1575,2급지
MALE,40대,임시직,MARREID,경기도,포천시,A,당도,4,1,Annon,C,1576,2급지
MALE,30대,공무원,SINGLE,부산시,진구,H,깊이감,2,1,Valencay,A,1577,5급지
FEMALE,30대,공무원,MARREID,서울시,강동구,E,깊이감,4,1,Cheddar,C,1578,2급지
FEMALE,50대,의사,MARREID,서울시,강남구,F,당도,3,2,Ricotta,B,1579,1급지
MALE,30대,의사,MARREID,충청도,진천군,E,당도,3,2,Roquefort,A,1580,6급지
MALE,50대,공무원,MARREID,서울시,양천구,A,당도,3,1,Valencay,F,1581,1급지
MALE,40대,변호사,MARREID,서울시,양천구,F,당도,3,2,Annon,H,1582,1급지
FEMALE,30대,임시직,MARREID,전라도,해남군,D,당도,4,2,Brie,G,1583,4급지
MALE,20대,중소기업직원,MARREID,충청도,청주시,B,당도,2,1,Camenbert,B,1584,1급지
FEMALE,20대,학생,SINGLE,서울시,강남구,B,당도,3,1,Annon,F,1585,1급지
MALE,20대,학생,MARREID,부산시,해운대구,D,깊이감,3,2,Annon,D,1586,1급지
MALE,50대,중소기업직원,MARREID,서울시,강남구,F,깊이감,3,1,Brie,C,1587,1급지
FEMALE,30대,기자,MARREID,서울시,강남구,B,깊이감,3,1,Brie,D,1588,1급지
FEMALE,50대,벤처직원,MARREID,경기도,가평군,D,깊이감,2,1,Roquefort,H,1589,3급지
MALE,30대,변호사,SINGLE,경상도,거제시,G,당도,1,1,Ricotta,A,1590,5급지
FEMALE,40대,의사,MARREID,경상도,하동군,C,당도,5,3,Valencay,C,1591,5급지
MALE,40대,임시직,MARREID,충청도,청주시,E,깊이감,3,1,Annon,G,1592,1급지
FEMALE,40대,벤처직원,MARREID,서울시,마포구,G,깊이감,1,1,Annon,D,1593,4급지
FEMALE,30대,벤처직원,MARREID,경상도,포항시 남구,E,당도,4,3,Ricotta,B,1594,2급지
FEMALE,50대,중소기업직원,MARREID,서울시,강북구,D,당도,2,1,Camenbert,D,1595,3급지
FEMALE,30대,자영업,SINGLE,서울시,강남구,E,깊이감,2,1,Roquefort,H,1596,1급지
MALE,20대,자영업,MARREID,충청도,청주시,B,당도,1,1,Ricotta,G,1597,1급지
FEMALE,20대,중소기업직원,MARREID,서울시,강동구,B,깊이감,1,1,Gorgonzola,B,1598,2급지
FEMALE,50대,기자,SINGLE,경상도,포항시 남구,C,깊이감,2,1,Valencay,B,1599,2급지
FEMALE,20대,벤처직원,MARREID,서울시,양천구,C,당도,2,1,Valencay,B,1600,1급지
MALE,40대,교수,MARREID,충청도,청주시,D,당도,2,1,Gorgonzola,H,1601,1급지
MALE,30대,임시직,MARREID,부산시,해운대구,E,당도,2,1,Cheddar,A,1602,1급지
FEMALE,30대,기자,MARREID,부산시,진구,E,당도,3,1,Gorgonzola,E,1603,5급지
MALE,40대,벤처직원,MARREID,경기도,가평군,F,깊이감,2,1,Cheddar,F,1604,3급지
FEMALE,40대,기자,MARREID,부산시,사하구,C,깊이감,3,2,Valencay,G,1605,2급지
FEMALE,40대,공무원,MARREID,서울시,양천구,D,깊이감,3,1,Gorgonzola,D,1606,1급지
MALE,30대,변호사,MARREID,서울시,양천구,D,깊이감,3,2,Cheddar,D,1607,1급지
FEMALE,40대,의사,MARREID,서울시,강북구,C,깊이감,2,1,Camenbert,B,1608,3급지
MALE,40대,중소기업직원,MARREID,부산시,해운대구,F,당도,2,1,Ricotta,A,1609,1급지
FEMALE,40대,기자,MARREID,경상도,거제시,C,깊이감,1,1,Valencay,D,1610,5급지
FEMALE,30대,의사,MARREID,충청도,청주시,E,깊이감,2,1,Brie,E,1611,1급지
MALE,30대,자영업,MARREID,경기도,포천시,A,당도,1,1,Ricotta,D,1612,2급지
FEMALE,50대,회사직원,MARREID,경기도,안양시,D,깊이감,2,1,Cheddar,A,1613,3급지
FEMALE,20대,공무원,MARREID,부산시,해운대구,B,깊이감,2,1,Roquefort,C,1614,1급지
FEMALE,50대,벤처직원,MARREID,경상도,하동군,B,깊이감,1,1,Gorgonzola,B,1615,5급지
FEMALE,30대,임시직,MARREID,서울시,양천구,B,당도,4,3,Roquefort,C,1616,1급지
FEMALE,40대,자영업,SINGLE,경기도,포천시,E,깊이감,2,1,Cheddar,B,1617,2급지
MALE,40대,임시직,MARREID,경상도,포항시 남구,E,당도,1,1,Camenbert,B,1618,2급지
MALE,20대,중소기업직원,SINGLE,서울시,강동구,D,깊이감,1,1,Camenbert,H,1619,2급지
MALE,40대,중소기업직원,MARREID,경기도,평택시,D,깊이감,1,1,Ricotta,H,1620,3급지
MALE,40대,자영업,MARREID,부산시,사하구,B,당도,2,1,Roquefort,D,1621,2급지
FEMALE,40대,공무원,MARREID,경상도,거제시,D,깊이감,1,1,Annon,C,1622,5급지
FEMALE,40대,교수,SINGLE,경기도,화성시,C,깊이감,3,2,Roquefort,C,1623,2급지
FEMALE,50대,자영업,MARREID,경기도,안양시,B,깊이감,3,1,Valencay,A,1624,3급지
MALE,40대,교수,MARREID,충청도,천안시,D,당도,1,1,Valencay,F,1625,4급지
FEMALE,20대,연구원,MARREID,경기도,안양시,B,깊이감,5,2,Gorgonzola,G,1626,3급지
FEMALE,50대,벤처직원,MARREID,경기도,가평군,D,깊이감,3,2,Valencay,D,1627,3급지
FEMALE,50대,임시직,MARREID,경상도,포항시 남구,D,당도,4,1,Gorgonzola,H,1628,2급지
FEMALE,50대,연구원,SINGLE,서울시,강남구,C,깊이감,2,1,Valencay,C,1629,1급지
MALE,30대,공무원,MARREID,경기도,포천시,G,당도,4,2,Valencay,D,1630,2급지
FEMALE,30대,임시직,MARREID,부산시,해운대구,G,깊이감,3,2,Valencay,C,1631,1급지
MALE,50대,기자,MARREID,경기도,포천시,G,깊이감,1,1,Valencay,H,1632,2급지
FEMALE,50대,의사,MARREID,서울시,마포구,C,깊이감,3,2,Cheddar,E,1633,4급지
FEMALE,50대,공무원,MARREID,전라도,광양시,D,당도,2,1,Gorgonzola,D,1634,4급지
FEMALE,30대,의사,MARREID,서울시,양천구,B,당도,1,1,Gorgonzola,D,1635,1급지
MALE,20대,공무원,SINGLE,경상도,하동군,D,깊이감,1,1,Annon,C,1636,5급지
FEMALE,30대,회사직원,SINGLE,서울시,마포구,E,깊이감,3,1,Gorgonzola,B,1637,4급지
FEMALE,20대,자영업,SINGLE,서울시,양천구,E,당도,1,1,Gorgonzola,B,1638,1급지
FEMALE,30대,공무원,SINGLE,부산시,해운대구,B,당도,2,1,Gorgonzola,E,1639,1급지
MALE,40대,벤처직원,MARREID,경기도,포천시,G,당도,1,1,Roquefort,F,1640,2급지
FEMALE,40대,기자,SINGLE,충청도,청주시,C,깊이감,2,1,Annon,B,1641,1급지
FEMALE,20대,임시직,MARREID,경상도,함안군,D,깊이감,3,1,Ricotta,F,1642,5급지
FEMALE,20대,자영업,SINGLE,서울시,양천구,E,당도,2,1,Brie,C,1643,1급지
FEMALE,30대,임시직,MARREID,경기도,안양시,B,당도,4,3,Cheddar,D,1644,3급지
MALE,20대,변호사,SINGLE,경상도,포항시 남구,G,깊이감,1,1,Ricotta,E,1645,2급지
FEMALE,40대,임시직,MARREID,충청도,홍성군,B,당도,3,1,Brie,F,1646,5급지
FEMALE,30대,자영업,MARREID,충청도,청주시,E,깊이감,2,1,Ricotta,C,1647,1급지
MALE,30대,기자,SINGLE,부산시,사하구,G,깊이감,3,2,Brie,F,1648,2급지
MALE,30대,회사직원,MARREID,서울시,강남구,H,깊이감,1,1,Ricotta,E,1649,1급지
MALE,50대,기자,MARREID,서울시,강남구,A,깊이감,2,1,Valencay,A,1650,1급지
MALE,30대,벤처직원,SINGLE,경기도,화성시,H,당도,2,1,Annon,H,1651,2급지
FEMALE,20대,자영업,MARREID,서울시,강북구,G,당도,2,1,Cheddar,B,1652,3급지
FEMALE,40대,교수,MARREID,경상도,포항시 북구,G,당도,3,1,Valencay,B,1653,3급지
MALE,40대,변호사,MARREID,서울시,강남구,F,깊이감,2,1,Ricotta,A,1654,1급지
MALE,40대,교수,MARREID,서울시,양천구,D,당도,1,1,Ricotta,H,1655,1급지
MALE,30대,연구원,MARREID,서울시,양천구,E,당도,1,1,Gorgonzola,E,1656,1급지
MALE,30대,임시직,SINGLE,부산시,사하구,H,깊이감,3,1,Annon,E,1657,2급지
FEMALE,50대,임시직,MARREID,부산시,해운대구,C,깊이감,3,2,Roquefort,D,1658,1급지
FEMALE,40대,회사직원,MARREID,경기도,평택시,A,깊이감,3,2,Camenbert,D,1659,3급지
FEMALE,30대,변호사,MARREID,부산시,해운대구,B,깊이감,3,1,Ricotta,D,1660,1급지
FEMALE,50대,중소기업직원,MARREID,부산시,해운대구,D,깊이감,2,1,Roquefort,D,1661,1급지
FEMALE,30대,중소기업직원,MARREID,서울시,강동구,E,깊이감,1,1,Annon,E,1662,2급지
MALE,40대,중소기업직원,MARREID,부산시,사하구,H,깊이감,3,1,Gorgonzola,B,1663,2급지
FEMALE,50대,벤처직원,SINGLE,충청도,청주시,D,당도,3,1,Roquefort,E,1664,1급지
FEMALE,30대,임시직,MARREID,서울시,강동구,D,당도,3,1,Brie,G,1665,2급지
FEMALE,30대,중소기업직원,MARREID,서울시,강동구,E,당도,3,2,Ricotta,E,1666,2급지
MALE,30대,임시직,SINGLE,부산시,기장군,D,당도,4,1,Valencay,F,1667,1급지
FEMALE,20대,자영업,MARREID,경기도,안양시,G,당도,4,1,Annon,F,1668,3급지
MALE,30대,벤처직원,MARREID,서울시,강남구,E,당도,2,1,Camenbert,A,1669,1급지
FEMALE,50대,임시직,SINGLE,서울시,강남구,G,당도,5,2,Ricotta,F,1670,1급지
FEMALE,30대,임시직,MARREID,충청도,청주시,A,깊이감,1,1,Roquefort,D,1671,1급지
MALE,40대,의사,MARREID,서울시,강남구,E,깊이감,2,1,Brie,F,1672,1급지
FEMALE,40대,벤처직원,MARREID,전라도,익산시,D,깊이감,4,3,Cheddar,B,1673,6급지
MALE,20대,자영업,MARREID,부산시,사하구,D,깊이감,2,1,Ricotta,A,1674,2급지
MALE,50대,벤처직원,SINGLE,경기도,화성시,H,당도,2,1,Ricotta,G,1675,2급지
FEMALE,40대,자영업,MARREID,충청도,청주시,E,깊이감,5,2,Annon,G,1676,1급지
MALE,20대,공무원,MARREID,서울시,강동구,F,당도,2,1,Cheddar,C,1677,2급지
MALE,20대,자영업,SINGLE,서울시,강동구,C,당도,3,2,Cheddar,D,1678,2급지
MALE,50대,연구원,SINGLE,부산시,기장군,A,깊이감,1,1,Valencay,F,1679,1급지
MALE,50대,공무원,SINGLE,충청도,청주시,D,당도,1,1,Gorgonzola,F,1680,1급지
MALE,40대,중소기업직원,MARREID,경상도,포항시 남구,F,당도,2,1,Valencay,G,1681,2급지
MALE,50대,임시직,MARREID,부산시,해운대구,F,깊이감,3,1,Camenbert,E,1682,1급지
MALE,40대,연구원,MARREID,경상도,포항시 남구,F,깊이감,2,1,Annon,G,1683,2급지
FEMALE,20대,임시직,SINGLE,서울시,강동구,H,당도,3,1,Valencay,F,1684,2급지
MALE,40대,교수,MARREID,전라도,해남군,F,깊이감,3,1,Camenbert,F,1685,4급지
FEMALE,30대,의사,MARREID,부산시,진구,E,당도,1,1,Brie,E,1686,5급지
MALE,20대,학생,SINGLE,경상도,하동군,D,깊이감,1,1,Roquefort,G,1687,5급지
MALE,50대,벤처직원,SINGLE,충청도,청주시,H,깊이감,2,1,Camenbert,H,1688,1급지
FEMALE,40대,벤처직원,MARREID,서울시,강동구,D,깊이감,3,1,Ricotta,B,1689,2급지
MALE,40대,회사직원,MARREID,서울시,강남구,G,당도,4,2,Brie,F,1690,1급지
FEMALE,30대,회사직원,MARREID,부산시,연제구,E,당도,1,1,Ricotta,E,1691,4급지
FEMALE,50대,공무원,SINGLE,부산시,연제구,A,깊이감,2,1,Cheddar,D,1692,4급지
MALE,30대,공무원,SINGLE,부산시,사하구,H,깊이감,2,1,Gorgonzola,E,1693,2급지
FEMALE,40대,공무원,MARREID,서울시,강남구,E,깊이감,1,1,Cheddar,H,1694,1급지
MALE,30대,의사,MARREID,경기도,가평군,B,깊이감,4,1,Brie,E,1695,3급지
MALE,30대,교수,SINGLE,서울시,양천구,G,깊이감,4,3,Valencay,F,1696,1급지
MALE,40대,변호사,SINGLE,서울시,강남구,G,당도,2,1,Roquefort,A,1697,1급지
MALE,20대,공무원,MARREID,부산시,사하구,H,깊이감,1,1,Annon,B,1698,2급지
MALE,40대,자영업,MARREID,서울시,강남구,B,깊이감,1,1,Ricotta,E,1699,1급지
FEMALE,50대,임시직,SINGLE,경기도,안양시,H,당도,3,2,Annon,A,1700,3급지
MALE,40대,기자,MARREID,경상도,포항시 북구,F,당도,3,2,Annon,A,1701,3급지
MALE,50대,자영업,MARREID,충청도,청주시,E,당도,0,0,Camenbert,D,1702,1급지
FEMALE,50대,중소기업직원,MARREID,전라도,구례군,D,깊이감,3,1,Gorgonzola,E,1703,6급지
MALE,30대,임시직,MARREID,서울시,강북구,B,깊이감,2,1,Camenbert,F,1704,3급지
MALE,40대,임시직,SINGLE,충청도,청주시,G,깊이감,2,1,Camenbert,G,1705,1급지
MALE,20대,학생,MARREID,부산시,사하구,G,깊이감,2,1,Gorgonzola,D,1706,2급지
FEMALE,20대,자영업,MARREID,경상도,포항시 남구,A,당도,1,1,Ricotta,D,1707,2급지
FEMALE,50대,자영업,SINGLE,충청도,홍성군,H,당도,3,1,Cheddar,A,1708,5급지
MALE,30대,연구원,SINGLE,경상도,포항시 북구,G,당도,2,1,Roquefort,G,1709,3급지
FEMALE,30대,기자,SINGLE,부산시,사하구,E,깊이감,2,1,Gorgonzola,E,1710,2급지
FEMALE,50대,공무원,MARREID,경기도,포천시,D,깊이감,1,1,Brie,E,1711,2급지
FEMALE,50대,공무원,MARREID,부산시,해운대구,B,깊이감,3,1,Cheddar,D,1712,1급지
MALE,40대,교수,MARREID,서울시,강남구,F,깊이감,2,1,Roquefort,C,1713,1급지
FEMALE,50대,공무원,MARREID,충청도,청주시,D,당도,4,1,Ricotta,D,1714,1급지
MALE,40대,공무원,MARREID,충청도,청주시,G,깊이감,1,1,Brie,H,1715,1급지
FEMALE,20대,중소기업직원,MARREID,부산시,사하구,D,당도,2,1,Camenbert,G,1716,2급지
FEMALE,50대,의사,SINGLE,경기도,평택시,D,깊이감,1,1,Roquefort,B,1717,3급지
MALE,40대,의사,MARREID,경기도,포천시,F,당도,3,1,Annon,F,1718,2급지
FEMALE,50대,교수,MARREID,부산시,진구,C,깊이감,3,2,Cheddar,B,1719,5급지
FEMALE,50대,교수,SINGLE,부산시,해운대구,C,당도,4,2,Cheddar,C,1720,1급지
MALE,40대,중소기업직원,MARREID,경상도,포항시 북구,F,깊이감,1,1,Roquefort,H,1721,3급지
MALE,40대,자영업,SINGLE,부산시,사하구,H,깊이감,2,1,Valencay,F,1722,2급지
FEMALE,50대,회사직원,MARREID,부산시,해운대구,D,깊이감,1,1,Cheddar,H,1723,1급지
FEMALE,40대,공무원,MARREID,전라도,구례군,D,깊이감,2,1,Camenbert,D,1724,6급지
FEMALE,50대,자영업,MARREID,경기도,안양시,G,깊이감,4,1,Cheddar,F,1725,3급지
MALE,30대,자영업,SINGLE,부산시,사하구,H,당도,1,1,Annon,A,1726,2급지
FEMALE,40대,공무원,MARREID,부산시,사하구,G,당도,4,3,Cheddar,G,1727,2급지
FEMALE,20대,학생,SINGLE,경기도,가평군,G,당도,3,1,Ricotta,B,1728,3급지
FEMALE,40대,임시직,SINGLE,부산시,사하구,E,깊이감,1,1,Valencay,A,1729,2급지
FEMALE,30대,기자,MARREID,경상도,포항시 남구,E,당도,1,1,Roquefort,E,1730,2급지
FEMALE,30대,변호사,SINGLE,서울시,강동구,E,깊이감,3,2,Roquefort,C,1731,2급지
MALE,40대,회사직원,MARREID,충청도,청주시,A,깊이감,4,1,Gorgonzola,G,1732,1급지
FEMALE,40대,기자,MARREID,부산시,사하구,C,깊이감,2,1,Annon,B,1733,2급지
FEMALE,30대,공무원,MARREID,충청도,충주시,B,당도,5,3,Roquefort,E,1734,6급지
FEMALE,50대,교수,MARREID,경상도,거제시,B,당도,1,1,Annon,E,1735,5급지
FEMALE,50대,공무원,MARREID,서울시,강동구,D,당도,4,2,Gorgonzola,B,1736,2급지
MALE,30대,벤처직원,MARREID,서울시,마포구,F,깊이감,2,1,Roquefort,A,1737,4급지
FEMALE,30대,임시직,MARREID,서울시,강동구,B,당도,3,1,Valencay,H,1738,2급지
FEMALE,40대,중소기업직원,MARREID,부산시,사하구,D,당도,3,2,Ricotta,E,1739,2급지
MALE,20대,의사,MARREID,부산시,기장군,H,당도,5,3,Ricotta,B,1740,1급지
MALE,50대,벤처직원,SINGLE,서울시,강남구,H,당도,2,1,Roquefort,F,1741,1급지
FEMALE,50대,자영업,MARREID,부산시,진구,D,깊이감,2,1,Cheddar,D,1742,5급지
MALE,30대,연구원,SINGLE,경기도,안양시,A,당도,2,1,Cheddar,A,1743,3급지
MALE,40대,교수,SINGLE,충청도,청주시,A,깊이감,3,2,Valencay,G,1744,1급지
MALE,50대,기자,MARREID,경기도,가평군,D,깊이감,6,2,Cheddar,B,1745,3급지
FEMALE,50대,임시직,SINGLE,서울시,양천구,B,당도,2,1,Brie,E,1746,1급지
MALE,30대,자영업,MARREID,경기도,화성시,A,당도,2,1,Gorgonzola,C,1747,2급지
MALE,20대,공무원,MARREID,경기도,안양시,B,깊이감,2,1,Annon,H,1748,3급지
FEMALE,30대,임시직,MARREID,경기도,안양시,C,당도,3,1,Roquefort,G,1749,3급지
FEMALE,50대,중소기업직원,SINGLE,충청도,청주시,B,깊이감,1,1,Annon,B,1750,1급지
MALE,50대,기자,MARREID,경기도,화성시,A,깊이감,3,2,Annon,C,1751,2급지
FEMALE,40대,임시직,MARREID,부산시,진구,E,깊이감,6,4,Ricotta,F,1752,5급지
MALE,20대,임시직,SINGLE,부산시,해운대구,B,당도,3,1,Valencay,C,1753,1급지
MALE,30대,자영업,MARREID,경상도,함안군,B,당도,3,2,Camenbert,B,1754,5급지
MALE,20대,벤처직원,SINGLE,서울시,강북구,H,당도,3,1,Annon,C,1755,3급지
FEMALE,30대,벤처직원,SINGLE,서울시,강동구,E,당도,2,1,Brie,D,1756,2급지
FEMALE,30대,회사직원,MARREID,서울시,강북구,E,깊이감,1,1,Annon,A,1757,3급지
FEMALE,20대,자영업,MARREID,서울시,강남구,G,당도,2,1,Gorgonzola,C,1758,1급지
MALE,20대,학생,MARREID,경기도,평택시,D,당도,5,1,Valencay,B,1759,3급지
FEMALE,40대,임시직,MARREID,경상도,포항시 북구,B,깊이감,1,1,Ricotta,A,1760,3급지
MALE,30대,공무원,SINGLE,경기도,안양시,H,깊이감,2,1,Ricotta,F,1761,3급지
MALE,30대,임시직,MARREID,경기도,포천시,F,깊이감,3,1,Roquefort,A,1762,2급지
MALE,50대,임시직,MARREID,서울시,강동구,E,당도,1,1,Annon,F,1763,2급지
FEMALE,30대,교수,MARREID,충청도,청주시,E,당도,1,1,Annon,E,1764,1급지
FEMALE,40대,자영업,MARREID,서울시,양천구,H,깊이감,1,1,Valencay,G,1765,1급지
MALE,30대,벤처직원,MARREID,전라도,해남군,E,깊이감,2,1,Gorgonzola,F,1766,4급지
FEMALE,50대,중소기업직원,SINGLE,부산시,해운대구,D,당도,3,1,Annon,C,1767,1급지
MALE,40대,임시직,MARREID,경상도,포항시 남구,C,깊이감,2,1,Valencay,D,1768,2급지
MALE,50대,교수,MARREID,서울시,강북구,A,깊이감,2,1,Valencay,F,1769,3급지
FEMALE,30대,벤처직원,MARREID,경상도,포항시 남구,E,깊이감,2,1,Annon,E,1770,2급지
FEMALE,50대,자영업,SINGLE,경기도,포천시,B,당도,2,1,Brie,G,1771,2급지
FEMALE,40대,중소기업직원,MARREID,서울시,강동구,D,깊이감,2,1,Annon,B,1772,2급지
FEMALE,40대,벤처직원,MARREID,충청도,청주시,G,깊이감,2,1,Cheddar,D,1773,1급지
FEMALE,30대,자영업,SINGLE,경기도,평택시,D,깊이감,2,1,Gorgonzola,D,1774,3급지
FEMALE,30대,자영업,SINGLE,충청도,청주시,B,당도,3,2,Annon,H,1775,1급지
MALE,20대,벤처직원,MARREID,경상도,포항시 남구,E,깊이감,1,1,Valencay,G,1776,2급지
MALE,40대,임시직,MARREID,서울시,강동구,G,깊이감,3,1,Brie,D,1777,2급지
FEMALE,40대,변호사,MARREID,경상도,포항시 북구,D,당도,3,1,Brie,B,1778,3급지
FEMALE,30대,임시직,SINGLE,전라도,익산시,H,당도,2,1,Camenbert,C,1779,6급지
FEMALE,20대,학생,SINGLE,경기도,화성시,E,당도,2,1,Valencay,B,1780,2급지
FEMALE,20대,학생,MARREID,경기도,포천시,B,깊이감,3,2,Ricotta,C,1781,2급지
FEMALE,40대,회사직원,MARREID,경기도,가평군,E,깊이감,2,1,Roquefort,D,1782,3급지
MALE,50대,벤처직원,MARREID,서울시,강남구,A,당도,1,1,Gorgonzola,A,1783,1급지
FEMALE,40대,중소기업직원,MARREID,경상도,포항시 남구,H,당도,2,1,Ricotta,H,1784,2급지
MALE,30대,자영업,SINGLE,충청도,청주시,H,당도,4,2,Camenbert,G,1785,1급지
FEMALE,20대,학생,MARREID,서울시,강남구,F,당도,2,1,Cheddar,B,1786,1급지
MALE,20대,공무원,MARREID,부산시,연제구,D,깊이감,2,1,Brie,B,1787,4급지
FEMALE,40대,중소기업직원,MARREID,서울시,강동구,D,깊이감,2,1,Camenbert,E,1788,2급지
MALE,50대,의사,MARREID,부산시,연제구,H,깊이감,5,3,Ricotta,G,1789,4급지
FEMALE,30대,공무원,MARREID,서울시,마포구,E,당도,2,1,Annon,D,1790,4급지
FEMALE,50대,임시직,SINGLE,경상도,하동군,C,깊이감,2,1,Roquefort,A,1791,5급지
MALE,50대,자영업,MARREID,경기도,화성시,D,깊이감,3,1,Valencay,F,1792,2급지
FEMALE,50대,임시직,MARREID,부산시,기장군,B,당도,2,1,Camenbert,G,1793,1급지
MALE,40대,기자,MARREID,서울시,강남구,G,당도,3,2,Brie,E,1794,1급지
MALE,20대,연구원,MARREID,경상도,함안군,D,깊이감,2,1,Gorgonzola,E,1795,5급지
FEMALE,40대,중소기업직원,MARREID,경상도,하동군,A,당도,2,1,Ricotta,D,1796,5급지
FEMALE,50대,임시직,MARREID,충청도,충주시,E,당도,2,1,Annon,E,1797,6급지
FEMALE,20대,자영업,SINGLE,경기도,안양시,C,당도,2,1,Gorgonzola,G,1798,3급지
MALE,40대,중소기업직원,SINGLE,충청도,청주시,H,당도,3,1,Ricotta,F,1799,1급지
FEMALE,50대,중소기업직원,MARREID,부산시,기장군,F,깊이감,2,1,Roquefort,E,1800,1급지
FEMALE,40대,공무원,SINGLE,부산시,사하구,D,깊이감,2,1,Annon,E,1801,2급지
FEMALE,40대,교수,SINGLE,경상도,포항시 북구,C,당도,2,1,Annon,C,1802,3급지
FEMALE,20대,공무원,SINGLE,서울시,강동구,B,깊이감,4,2,Cheddar,C,1803,2급지
FEMALE,30대,벤처직원,SINGLE,전라도,광양시,E,깊이감,3,2,Brie,E,1804,4급지
FEMALE,40대,공무원,MARREID,서울시,양천구,C,깊이감,4,3,Camenbert,C,1805,1급지
FEMALE,40대,임시직,MARREID,서울시,양천구,B,당도,2,1,Roquefort,A,1806,1급지
MALE,30대,임시직,SINGLE,경상도,포항시 북구,H,당도,2,1,Gorgonzola,B,1807,3급지
MALE,30대,자영업,MARREID,경기도,화성시,G,깊이감,2,1,Camenbert,A,1808,2급지
MALE,50대,교수,MARREID,서울시,강동구,D,깊이감,3,2,Roquefort,H,1809,2급지
FEMALE,40대,기자,MARREID,부산시,사하구,C,당도,2,1,Cheddar,D,1810,2급지
FEMALE,50대,중소기업직원,MARREID,경기도,포천시,D,깊이감,3,2,Ricotta,B,1811,2급지
FEMALE,40대,자영업,MARREID,충청도,홍성군,B,당도,4,3,Valencay,C,1812,5급지
FEMALE,50대,임시직,MARREID,경상도,포항시 남구,H,깊이감,3,1,Annon,E,1813,2급지
FEMALE,50대,자영업,MARREID,부산시,해운대구,F,당도,2,1,Valencay,E,1814,1급지
MALE,40대,회사직원,MARREID,경상도,포항시 남구,G,깊이감,2,1,Valencay,E,1815,2급지
MALE,40대,의사,SINGLE,경상도,포항시 남구,G,깊이감,2,1,Roquefort,G,1816,2급지
MALE,20대,중소기업직원,SINGLE,전라도,익산시,G,깊이감,3,2,Valencay,E,1817,6급지
FEMALE,30대,중소기업직원,SINGLE,서울시,강남구,C,깊이감,3,1,Brie,B,1818,1급지
MALE,40대,변호사,MARREID,전라도,구례군,D,깊이감,0,0,Brie,A,1819,6급지
MALE,50대,중소기업직원,SINGLE,부산시,해운대구,D,깊이감,4,2,Gorgonzola,H,1820,1급지
MALE,30대,교수,MARREID,경기도,평택시,E,당도,3,2,Camenbert,D,1821,3급지
MALE,40대,회사직원,MARREID,서울시,양천구,D,깊이감,2,1,Gorgonzola,G,1822,1급지
FEMALE,40대,변호사,MARREID,부산시,사하구,C,당도,5,3,Camenbert,E,1823,2급지
FEMALE,50대,임시직,SINGLE,경상도,포항시 북구,B,당도,4,2,Annon,A,1824,3급지
FEMALE,40대,중소기업직원,MARREID,경기도,화성시,D,당도,3,2,Ricotta,D,1825,2급지
FEMALE,40대,공무원,SINGLE,경상도,포항시 남구,C,당도,2,1,Camenbert,G,1826,2급지
MALE,40대,변호사,SINGLE,서울시,강남구,G,당도,1,1,Ricotta,G,1827,1급지
MALE,20대,교수,MARREID,충청도,청주시,D,깊이감,2,1,Brie,G,1828,1급지
FEMALE,30대,중소기업직원,SINGLE,부산시,연제구,E,깊이감,2,1,Annon,B,1829,4급지
MALE,40대,자영업,SINGLE,서울시,마포구,B,깊이감,5,2,Cheddar,H,1830,4급지
MALE,50대,벤처직원,MARREID,충청도,청주시,A,깊이감,4,3,Camenbert,H,1831,1급지
FEMALE,40대,공무원,MARREID,부산시,사하구,D,당도,3,2,Roquefort,D,1832,2급지
FEMALE,40대,중소기업직원,MARREID,충청도,청주시,D,당도,1,1,Camenbert,C,1833,1급지
MALE,40대,벤처직원,MARREID,경기도,화성시,A,당도,3,2,Ricotta,H,1834,2급지
FEMALE,20대,학생,SINGLE,경상도,하동군,B,당도,3,2,Gorgonzola,C,1835,5급지
FEMALE,20대,임시직,SINGLE,부산시,사하구,B,깊이감,1,1,Cheddar,D,1836,2급지
FEMALE,20대,회사직원,MARREID,충청도,청주시,B,깊이감,4,3,Brie,D,1837,1급지
FEMALE,50대,중소기업직원,MARREID,서울시,양천구,B,깊이감,1,1,Roquefort,F,1838,1급지
MALE,50대,변호사,MARREID,서울시,양천구,B,깊이감,2,1,Camenbert,D,1839,1급지
FEMALE,50대,임시직,MARREID,부산시,진구,B,당도,1,1,Annon,A,1840,5급지
MALE,50대,임시직,MARREID,서울시,양천구,G,당도,6,4,Camenbert,C,1841,1급지
